
Predictions were generated on 17-Apr-2019 at 09:56:21 using AA 
 AeroAcoustics (v1.00.00, 18-Aug-2016)
     Time           	_Obs1               	Bla1_Node1_Obs1     	Bla1_Node2_Obs1     	Bla1_Node3_Obs1     	Bla1_Node4_Obs1     	Bla1_Node5_Obs1     	Bla1_Node6_Obs1     	Bla1_Node7_Obs1     	Bla1_Node8_Obs1     	Bla1_Node9_Obs1     	Bla1_Node10_Obs1    	Bla1_Node11_Obs1    	Bla1_Node12_Obs1    	Bla1_Node13_Obs1    	Bla1_Node14_Obs1    	Bla1_Node15_Obs1    	Bla1_Node16_Obs1    	Bla1_Node17_Obs1    	Bla1_Node18_Obs1    	Bla1_Node19_Obs1    	Bla2_Node1_Obs1     	Bla2_Node2_Obs1     	Bla2_Node3_Obs1     	Bla2_Node4_Obs1     	Bla2_Node5_Obs1     	Bla2_Node6_Obs1     	Bla2_Node7_Obs1     	Bla2_Node8_Obs1     	Bla2_Node9_Obs1     	Bla2_Node10_Obs1    	Bla2_Node11_Obs1    	Bla2_Node12_Obs1    	Bla2_Node13_Obs1    	Bla2_Node14_Obs1    	Bla2_Node15_Obs1    	Bla2_Node16_Obs1    	Bla2_Node17_Obs1    	Bla2_Node18_Obs1    	Bla2_Node19_Obs1    	Bla3_Node1_Obs1     	Bla3_Node2_Obs1     	Bla3_Node3_Obs1     	Bla3_Node4_Obs1     	Bla3_Node5_Obs1     	Bla3_Node6_Obs1     	Bla3_Node7_Obs1     	Bla3_Node8_Obs1     	Bla3_Node9_Obs1     	Bla3_Node10_Obs1    	Bla3_Node11_Obs1    	Bla3_Node12_Obs1    	Bla3_Node13_Obs1    	Bla3_Node14_Obs1    	Bla3_Node15_Obs1    	Bla3_Node16_Obs1    	Bla3_Node17_Obs1    	Bla3_Node18_Obs1    	Bla3_Node19_Obs1    
         2.2000	  4.695010E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.043220E+001	 -5.184763E+000	 -5.030722E+000	  2.857131E+000	  7.029823E+000	  7.726041E+000	  9.779092E+000	  1.170940E+001	  1.812830E+001	  2.306241E+001	  1.607170E+001	  1.618342E+001	  1.597275E+001	  1.362687E+001	  1.523688E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.369198E+001	 -7.356422E+000	 -2.303737E+000	 -2.208418E+000	  5.869918E+000	  1.010938E+001	  1.245944E+001	  1.270529E+001	  1.404285E+001	  1.485229E+001	  1.516422E+001	  1.454651E+001	  1.417249E+001	  1.264493E+001	  1.365872E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.062564E+001	 -5.380056E+000	 -6.203493E-001	  2.969839E+000	  5.276902E+000	  7.195053E+000	  8.818619E+000	  1.146348E+001	  1.578733E+001	  1.616910E+001	  2.312799E+001	  2.415443E+001	  2.501465E+001	  2.386286E+001	  1.760083E+001
         2.3000	  4.601380E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.048941E+001	 -5.313052E+000	 -4.623044E+000	  2.811816E+000	  6.827370E+000	  7.408473E+000	  9.347591E+000	  1.121503E+001	  1.761533E+001	  1.455848E+001	  1.566379E+001	  1.579738E+001	  1.556378E+001	  1.341226E+001	  1.492710E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.365682E+001	 -7.652058E+000	 -2.392627E+000	 -2.789599E-001	  3.601003E+000	  1.044435E+001	  1.306272E+001	  1.510152E+001	  1.492588E+001	  1.603301E+001	  1.643479E+001	  1.578475E+001	  1.504236E+001	  1.282068E+001	  1.403691E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.044741E+001	 -5.233711E+000	 -4.583794E-001	  3.153567E+000	  5.441628E+000	  7.307212E+000	  1.010469E+001	  8.718593E+000	  9.107457E+000	  6.955334E+000	  6.974419E+000	  2.461148E+001	  2.542982E+001	  2.459600E+001	  1.720274E+001
         2.4000	  4.558751E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.052067E+001	 -5.578671E+000	 -3.906827E+000	  2.883806E+000	  6.611946E+000	  7.037035E+000	  8.852638E+000	  1.072978E+001	  1.245658E+001	  1.397641E+001	  1.504145E+001	  1.519169E+001	  1.515134E+001	  1.317750E+001	  1.438444E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.364787E+001	 -7.762684E+000	 -2.553892E+000	  2.554397E-001	  9.383265E-001	  9.140435E+000	  1.344278E+001	  1.599653E+001	  1.756933E+001	  1.689832E+001	  1.751294E+001	  1.711907E+001	  1.639575E+001	  1.350238E+001	  1.673537E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.031975E+001	 -4.873956E+000	 -2.335367E-001	  3.249358E+000	  5.458664E+000	  7.417716E+000	  1.043661E+001	  1.091133E+001	  1.040478E+001	  7.670819E+000	  7.460401E+000	  7.930726E+000	  2.600301E+001	  2.513574E+001	  1.742460E+001
         2.5000	  4.617213E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.046693E+001	 -6.175031E+000	 -2.963218E+000	  2.910979E+000	  6.415607E+000	  6.597081E+000	  8.425922E+000	  1.025018E+001	  1.191224E+001	  1.334145E+001	  1.433383E+001	  1.444500E+001	  1.444134E+001	  1.274115E+001	  1.375956E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.356236E+001	 -7.556251E+000	 -2.562341E+000	  7.535658E-001	  1.964387E+000	  6.267880E+000	  1.299147E+001	  1.627394E+001	  1.836808E+001	  1.976826E+001	  2.035195E+001	  1.822034E+001	  1.783067E+001	  1.520671E+001	  1.768257E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.021353E+001	 -4.620192E+000	 -6.739765E-002	  3.297015E+000	  5.355218E+000	  7.336028E+000	  7.992429E+000	  1.278483E+001	  1.178367E+001	  8.512668E+000	  7.749130E+000	  8.101391E+000	  2.635376E+001	  2.546737E+001	  1.791445E+001
         2.6000	  4.658851E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.070978E+001	 -6.901260E+000	 -1.833427E+000	  3.090246E+000	  6.178937E+000	  6.213868E+000	  8.066919E+000	  9.730509E+000	  1.119601E+001	  1.253383E+001	  1.341653E+001	  1.353274E+001	  1.363556E+001	  1.223812E+001	  1.304171E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.344984E+001	 -7.437587E+000	 -2.513197E+000	  1.017111E+000	  2.587806E+000	  3.710505E+000	  1.247186E+001	  1.642470E+001	  1.886047E+001	  2.065356E+001	  2.156257E+001	  2.146392E+001	  1.912348E+001	  1.687564E+001	  1.858031E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.018260E+001	 -4.576624E+000	 -3.557834E-002	  3.276653E+000	  5.108887E+000	  7.086798E+000	  1.105470E+001	  1.408811E+001	  1.283646E+001	  9.158522E+000	  7.746278E+000	  7.932154E+000	  2.628407E+001	  2.538458E+001	  1.805033E+001
         2.7000	  4.674149E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.100460E+001	 -8.046886E+000	 -6.532761E-001	  3.138083E+000	  4.555633E+000	  5.699609E+000	  7.507286E+000	  9.173187E+000	  1.061755E+001	  1.188835E+001	  1.279928E+001	  1.297310E+001	  1.315610E+001	  1.187975E+001	  1.248055E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.331771E+001	 -7.277539E+000	 -2.344628E+000	  1.323107E+000	  2.898768E+000	  2.455663E+000	  1.254720E+001	  1.674296E+001	  1.951152E+001	  2.133988E+001	  2.239006E+001	  2.245643E+001	  2.023404E+001	  1.802842E+001	  1.931329E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.031754E+001	 -4.627701E+000	 -7.821613E-002	  2.963360E+000	  4.816870E+000	  6.907059E+000	  1.249713E+001	  1.464358E+001	  1.302297E+001	  9.129494E+000	  7.533898E+000	  7.636684E+000	  2.582939E+001	  2.497468E+001	  1.777972E+001
         2.8000	  4.794727E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.161648E+001	 -8.941497E+000	 -5.155870E-002	  2.966747E+000	  3.880527E+000	  5.076338E+000	  6.867178E+000	  8.340905E+000	  9.888174E+000	  1.125756E+001	  1.226139E+001	  1.247218E+001	  1.267376E+001	  1.154860E+001	  1.192701E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.317514E+001	 -7.098976E+000	 -2.127498E+000	  1.578767E+000	  3.189200E+000	  2.212009E+000	  1.281053E+001	  1.714010E+001	  2.474636E+001	  2.193453E+001	  2.308404E+001	  2.311697E+001	  2.092060E+001	  1.868658E+001	  2.003858E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.014551E+001	 -4.852731E+000	 -1.343807E-001	  2.531526E+000	  4.305136E+000	  6.277050E+000	  1.393304E+001	  1.555252E+001	  1.386009E+001	  9.657818E+000	  7.259895E+000	  2.455800E+001	  2.533216E+001	  2.436627E+001	  1.736312E+001
         2.9000	  4.943216E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.252144E+001	 -9.447049E+000	 -5.129548E-001	  2.525801E+000	  3.281057E+000	  4.504651E+000	  6.173461E+000	  7.714622E+000	  9.234151E+000	  1.059803E+001	  1.160362E+001	  1.186308E+001	  1.219409E+001	  1.117390E+001	  1.113652E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.306111E+001	 -6.958140E+000	 -1.948533E+000	  1.740504E+000	  3.384096E+000	  2.167888E+000	  1.294556E+001	  1.740906E+001	  2.509031E+001	  2.630287E+001	  2.364493E+001	  2.362171E+001	  2.150392E+001	  1.922291E+001	  2.054613E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.024493E+001	 -4.585616E+000	 -2.732797E-001	  1.991023E+000	  3.699629E+000	  4.606394E+000	  1.205356E+001	  2.008570E+001	  2.170402E+001	  2.100892E+001	  2.349923E+001	  2.427807E+001	  2.491795E+001	  2.381870E+001	  1.729097E+001
         3.0000	  4.895588E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.329716E+001	 -9.056800E+000	 -1.619898E+000	  2.096276E+000	  3.131489E+000	  4.372671E+000	  6.073311E+000	  7.619126E+000	  9.215064E+000	  1.069744E+001	  1.169302E+001	  1.194783E+001	  1.222101E+001	  1.107911E+001	  1.134697E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.299524E+001	 -6.886126E+000	 -1.861541E+000	  1.847738E+000	  3.517980E+000	  5.325520E+000	  1.244760E+001	  2.159066E+001	  2.267175E+001	  2.031058E+001	  1.407452E+001	  2.421682E+001	  2.404319E+001	  1.991269E+001	  2.074725E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.037548E+001	 -4.622613E+000	 -5.202972E-001	  1.358676E+000	  2.743043E+000	  8.272165E+000	  1.350296E+001	  2.115555E+001	  2.282762E+001	  2.170837E+001	  2.367305E+001	  2.433242E+001	  2.475255E+001	  2.347701E+001	  1.792825E+001
         3.1000	  4.997993E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.383815E+001	 -8.195075E+000	 -3.675711E+000	  1.874184E+000	  3.477174E+000	  4.719857E+000	  6.510600E+000	  7.902658E+000	  9.491813E+000	  1.095808E+001	  1.198498E+001	  1.220889E+001	  1.243589E+001	  1.128200E+001	  1.167637E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.295481E+001	 -6.905703E+000	 -1.840403E+000	  1.854629E+000	  3.658568E+000	  5.526219E+000	  1.118451E+001	  1.626368E+001	  2.437838E+001	  2.642304E+001	  2.415410E+001	  2.445984E+001	  2.459103E+001	  2.265176E+001	  2.023889E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.063790E+001	 -4.544542E+000	 -1.062917E+000	 -8.703735E-002	  5.335472E+000	  1.077623E+001	  1.486256E+001	  2.197601E+001	  2.355219E+001	  2.223442E+001	  2.383098E+001	  2.427600E+001	  2.448521E+001	  2.295195E+001	  1.912434E+001
         3.2000	  4.895568E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.414267E+001	 -7.411463E+000	 -5.666789E+000	  1.823285E+000	  3.780977E+000	  4.967377E+000	  6.673209E+000	  8.067702E+000	  9.530850E+000	  1.096510E+001	  1.195477E+001	  1.217121E+001	  1.234431E+001	  1.111851E+001	  1.123480E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.291961E+001	 -7.005382E+000	 -1.833614E+000	  1.776193E+000	  3.639886E+000	  5.442414E+000	  9.851614E+000	  1.516559E+001	  1.879426E+001	  2.181621E+001	  2.373154E+001	  2.443401E+001	  2.489602E+001	  2.331554E+001	  1.899534E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.041251E+001	 -4.308946E+000	 -1.875628E+000	  1.305268E-001	  7.654232E+000	  1.211486E+001	  1.517716E+001	  2.218801E+001	  2.446640E+001	  2.324547E+001	  1.979256E+001	  2.345443E+001	  2.355947E+001	  1.976192E+001	  2.009862E+001
         3.3000	  4.737754E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.411424E+001	 -7.036187E+000	 -6.857216E+000	  1.750851E+000	  5.075776E+000	  5.043330E+000	  6.714828E+000	  8.065200E+000	  9.477955E+000	  1.088800E+001	  1.179099E+001	  1.195562E+001	  1.217501E+001	  1.100678E+001	  1.075694E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.280286E+001	 -6.751197E+000	 -1.815350E+000	  1.676123E+000	  3.591900E+000	  5.555966E+000	  8.054134E+000	  1.400040E+001	  1.763673E+001	  2.071476E+001	  2.283853E+001	  2.376032E+001	  2.446988E+001	  2.333967E+001	  1.681754E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.054058E+001	 -4.487822E+000	 -3.724511E+000	  2.236072E+000	  8.013400E+000	  1.155684E+001	  1.926654E+001	  2.124149E+001	  1.973976E+001	  1.747482E+001	  1.602088E+001	  1.999080E+001	  1.995851E+001	  1.802926E+001	  2.024258E+001
         3.4000	  4.638228E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.404946E+001	 -6.966551E+000	 -7.446139E+000	  1.717018E+000	  5.122432E+000	  5.086957E+000	  6.737207E+000	  8.088398E+000	  9.486453E+000	  1.089063E+001	  1.183780E+001	  1.196874E+001	  1.218485E+001	  1.111426E+001	  1.057079E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.242403E+001	 -6.556285E+000	 -1.765655E+000	  1.591744E+000	  3.574026E+000	  5.674543E+000	  6.633671E+000	  1.294413E+001	  1.681206E+001	  2.006457E+001	  2.221707E+001	  2.316798E+001	  2.400955E+001	  2.318454E+001	  1.525783E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.074572E+001	 -5.142878E+000	 -7.065729E+000	  2.929051E+000	  7.821930E+000	  1.074542E+001	  1.684402E+001	  1.732379E+001	  1.640613E+001	  1.733464E+001	  1.574273E+001	  1.849574E+001	  1.834739E+001	  1.608718E+001	  1.944117E+001
         3.5000	  4.657739E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.399036E+001	 -6.937935E+000	 -7.600356E+000	  1.693580E+000	  5.158392E+000	  5.175332E+000	  6.826094E+000	  8.209357E+000	  9.570124E+000	  1.091795E+001	  1.189179E+001	  1.210116E+001	  1.236835E+001	  1.131019E+001	  1.070722E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.232980E+001	 -6.436289E+000	 -1.621184E+000	  1.614204E+000	  3.437753E+000	  5.584594E+000	  7.522311E+000	  1.323672E+001	  1.695026E+001	  2.014301E+001	  2.230901E+001	  2.331318E+001	  2.413114E+001	  2.334227E+001	  1.511264E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.078635E+001	 -5.922534E+000	 -3.218903E+000	  3.222153E+000	  7.427224E+000	  8.214721E+000	  1.028609E+001	  1.721315E+001	  2.117493E+001	  1.869574E+001	  1.967343E+001	  1.662719E+001	  1.636841E+001	  1.415934E+001	  1.610985E+001
         3.6000	  4.768146E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.395295E+001	 -6.927218E+000	 -7.801773E+000	  1.652668E+000	  5.219438E+000	  5.301488E+000	  7.016668E+000	  8.479974E+000	  9.773546E+000	  1.108585E+001	  1.199173E+001	  1.224142E+001	  1.253096E+001	  1.153165E+001	  1.118350E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.224753E+001	 -6.360822E+000	 -1.374148E+000	  1.432750E+000	  3.391341E+000	  5.486947E+000	  1.021869E+001	  1.490082E+001	  2.228642E+001	  2.459329E+001	  2.316498E+001	  2.409136E+001	  2.493852E+001	  2.406180E+001	  1.662357E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.078522E+001	 -6.302595E+000	 -2.436353E+000	  3.245598E+000	  6.992081E+000	  7.628382E+000	  9.570331E+000	  1.640895E+001	  2.078526E+001	  1.856865E+001	  1.938443E+001	  1.511317E+001	  1.479048E+001	  1.289358E+001	  1.455425E+001
         3.7000	  4.777667E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.392920E+001	 -6.917161E+000	 -8.610733E+000	  1.574775E+000	  5.321608E+000	  5.482543E+000	  7.278522E+000	  8.787789E+000	  1.015678E+001	  1.140636E+001	  1.227608E+001	  1.243935E+001	  1.266983E+001	  1.159340E+001	  1.179414E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.224326E+001	 -6.033429E+000	 -1.215501E+000	  1.178217E+000	  2.908457E+000	  6.169574E+000	  1.288956E+001	  2.111643E+001	  2.312363E+001	  2.227912E+001	  1.872679E+001	  2.518979E+001	  2.586791E+001	  2.462051E+001	  1.895389E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.090840E+001	 -6.819755E+000	 -2.319363E+000	  3.021855E+000	  6.736224E+000	  7.437587E+000	  9.529038E+000	  1.139996E+001	  1.769381E+001	  2.253620E+001	  1.492307E+001	  1.458035E+001	  1.412564E+001	  1.227659E+001	  1.367654E+001
         3.8000	  4.778429E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.390049E+001	 -6.880674E+000	 -7.385598E+000	  1.512436E+000	  5.452470E+000	  5.734834E+000	  7.625009E+000	  9.130958E+000	  1.057934E+001	  1.180319E+001	  1.267111E+001	  1.278978E+001	  1.292508E+001	  1.176811E+001	  1.245618E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.190077E+001	 -5.797998E+000	 -1.186025E+000	  7.963061E-001	  5.764805E-001	  9.841800E+000	  1.467534E+001	  2.241876E+001	  2.417407E+001	  2.298987E+001	  1.911598E+001	  2.554011E+001	  2.583853E+001	  2.434782E+001	  2.071606E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.103827E+001	 -7.098540E+000	 -2.173153E+000	  2.851865E+000	  6.508450E+000	  7.264392E+000	  9.485790E+000	  1.151137E+001	  1.318030E+001	  1.450111E+001	  1.526132E+001	  1.497832E+001	  1.460062E+001	  1.247416E+001	  1.367159E+001
         3.9000	  4.678979E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.386738E+001	 -6.891592E+000	 -6.980861E+000	  1.277855E+000	  5.600018E+000	  6.122826E+000	  8.004848E+000	  9.781724E+000	  1.116456E+001	  1.235774E+001	  1.319357E+001	  1.327032E+001	  1.336676E+001	  1.205921E+001	  1.308467E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.180207E+001	 -5.624519E+000	 -1.327739E+000	  1.312754E-001	  5.129699E+000	  1.149956E+001	  1.549925E+001	  2.288406E+001	  2.442202E+001	  2.284778E+001	  1.858894E+001	  1.135920E+001	  2.461451E+001	  2.077477E+001	  2.122280E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.113377E+001	 -7.585311E+000	 -1.697721E+000	  2.889556E+000	  6.282188E+000	  6.970327E+000	  9.168560E+000	  1.127332E+001	  1.317519E+001	  1.471798E+001	  1.575526E+001	  1.577308E+001	  1.550560E+001	  1.312660E+001	  1.453260E+001
         4.0000	  4.646499E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.383847E+001	 -6.903145E+000	 -6.547086E+000	  1.084801E+000	  5.820023E+000	  6.599892E+000	  8.514464E+000	  1.033731E+001	  1.191212E+001	  1.314100E+001	  1.382341E+001	  1.378866E+001	  1.381662E+001	  1.248996E+001	  1.362109E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.170880E+001	 -5.534857E+000	 -1.473411E+000	 -7.735903E-001	  6.090930E+000	  1.198137E+001	  1.524731E+001	  2.261464E+001	  2.421934E+001	  2.243069E+001	  1.800562E+001	  2.094491E+001	  2.068416E+001	  1.866250E+001	  2.067583E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.119579E+001	 -7.718734E+000	 -1.276234E+000	  3.025620E+000	  6.092024E+000	  6.515193E+000	  8.706462E+000	  1.083650E+001	  1.285799E+001	  1.461428E+001	  1.592100E+001	  1.621829E+001	  1.613183E+001	  1.388050E+001	  1.721579E+001
         4.1000	  4.589314E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.379353E+001	 -7.087665E+000	 -5.775798E+000	  5.486564E-001	  5.966360E+000	  8.533083E+000	  9.141688E+000	  1.094978E+001	  1.253787E+001	  1.385731E+001	  1.465698E+001	  1.442823E+001	  1.424991E+001	  1.271644E+001	  1.400324E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.160545E+001	 -5.398594E+000	 -1.592882E+000	 -1.034114E+000	  6.268708E+000	  1.177514E+001	  1.498752E+001	  2.227088E+001	  2.359498E+001	  2.151922E+001	  1.962976E+001	  1.952818E+001	  1.928222E+001	  1.688470E+001	  1.969334E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.113488E+001	 -8.085423E+000	 -8.175255E-001	  3.077471E+000	  4.712744E+000	  6.218663E+000	  8.352893E+000	  1.049271E+001	  1.245533E+001	  1.420728E+001	  1.558536E+001	  1.596453E+001	  1.597318E+001	  1.379523E+001	  1.528210E+001
         4.2000	  4.670202E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.372366E+001	 -7.218183E+000	 -4.798449E+000	 -3.645250E-002	  6.110450E+000	  9.026264E+000	  9.695810E+000	  1.177219E+001	  1.331411E+001	  1.454242E+001	  1.528375E+001	  1.512722E+001	  1.480613E+001	  1.299317E+001	  1.428786E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.144099E+001	 -5.280434E+000	 -1.648415E+000	 -1.127531E+000	  6.092757E+000	  1.159428E+001	  1.479536E+001	  1.723597E+001	  2.398376E+001	  2.593786E+001	  1.907384E+001	  1.886058E+001	  1.850209E+001	  1.588039E+001	  1.884827E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.108575E+001	 -8.307651E+000	 -4.048899E-001	  3.078902E+000	  4.571246E+000	  5.966155E+000	  8.069179E+000	  1.000298E+001	  1.637993E+001	  2.194257E+001	  1.488566E+001	  1.518893E+001	  1.522951E+001	  1.336257E+001	  1.492335E+001
         4.3000	  4.564483E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.369743E+001	 -7.306382E+000	 -3.810637E+000	 -8.096967E-001	  6.034099E+000	  9.430944E+000	  1.177130E+001	  1.233017E+001	  1.396643E+001	  1.531590E+001	  1.597613E+001	  1.577600E+001	  1.541273E+001	  1.340563E+001	  1.458995E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.140656E+001	 -5.158560E+000	 -1.611268E+000	 -9.915819E-001	  5.838617E+000	  1.152779E+001	  1.467250E+001	  1.733022E+001	  2.407492E+001	  2.041778E+001	  1.910175E+001	  1.886502E+001	  1.848791E+001	  1.591832E+001	  1.869286E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.108379E+001	 -8.441610E+000	 -1.671291E-001	  3.130066E+000	  4.381016E+000	  5.780310E+000	  7.640487E+000	  9.524885E+000	  1.584370E+001	  2.139821E+001	  1.389331E+001	  1.412198E+001	  1.427101E+001	  1.282704E+001	  1.432775E+001
         4.4000	  4.628715E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.388851E+001	 -7.330840E+000	 -3.438013E+000	 -1.796007E+000	  6.084611E+000	  9.848693E+000	  1.225499E+001	  1.280259E+001	  1.451308E+001	  1.582661E+001	  1.663012E+001	  1.632166E+001	  1.580706E+001	  1.363784E+001	  1.499023E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.136596E+001	 -5.004106E+000	 -1.508129E+000	 -8.447865E-001	  5.838870E+000	  1.153657E+001	  1.483502E+001	  2.208617E+001	  2.324741E+001	  2.092810E+001	  2.154158E+001	  1.933669E+001	  1.895054E+001	  1.651922E+001	  1.905773E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.112138E+001	 -8.531476E+000	 -1.200326E-001	  3.095383E+000	  4.176618E+000	  5.470715E+000	  7.371518E+000	  9.029712E+000	  1.527000E+001	  2.081804E+001	  1.337608E+001	  1.365515E+001	  1.385376E+001	  1.251330E+001	  1.369588E+001
         4.5000	  4.610876E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.368454E+001	 -7.324614E+000	 -2.923986E+000	 -4.634528E+000	  5.930753E+000	  1.004742E+001	  1.271798E+001	  1.493900E+001	  1.499862E+001	  1.638639E+001	  1.714828E+001	  1.695970E+001	  1.641014E+001	  1.396496E+001	  1.543791E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.108277E+001	 -4.807001E+000	 -1.404342E+000	 -9.003157E-001	  6.385361E+000	  1.198856E+001	  1.518426E+001	  2.245563E+001	  2.380607E+001	  2.164504E+001	  1.661722E+001	  1.996514E+001	  1.962996E+001	  1.737039E+001	  1.972751E+001	  0.000000E+000	  0.000000E+000	  0.000000E+000	  0.000000E+000	 -1.120257E+001	 -8.837940E+000	 -1.066405E-001	  3.009715E+000	  4.019158E+000	  5.241949E+000	  7.137848E+000	  8.697731E+000	  1.038038E+001	  1.190065E+001	  1.297209E+001	  1.321226E+001	  1.341724E+001	  1.212197E+001	  1.307431E+001
